unit_id,origin_trip_count,origin_expanded_mass,destination_trip_count,destination_expanded_mass,unit_x_32719,unit_y_32719,unit_area_km2,unit_bbox_span_m,geometry_source,support_endpoint_count,support_x_32719,support_y_32719,support_bbox_span_m,representation,tile_id,partition
169,37574,58517.6549,30446,46063.1137,337243.14837886475,6289768.335903169,1.6050434189578575,1834.122005596757,official_shapezona777,68020.0,337325.43218171125,6290166.460673331,2713.0,zona777,E22_N419,train
17,19115,27759.7291,13380,19762.8396,343085.5926991985,6304932.26377173,0.8594869942454888,1358.7617633699556,official_shapezona777,32495.0,342913.7386674873,6305107.942575781,1288.0,zona777,E22_N420,validation
170,44157,70873.77620000001,39667,58556.395,337838.72758339345,6289655.594839809,1.1530385671968977,2741.93626824941,official_shapezona777,83824.0,338337.2273453904,6290041.699167303,2858.0,zona777,E22_N419,train
171,32399,49933.0017,36119,53038.3692,335296.36924526235,6289036.711036799,0.7388557666636963,1028.3329562298022,official_shapezona777,68518.0,335276.89929653524,6289134.957076972,1386.0,zona777,E22_N419,train
172,73513,111630.4674,26607,38877.551699999996,334226.73253440665,6289311.691100704,1.0963838557944834,1251.127746299724,official_shapezona777,100120.0,334295.0085497403,6289370.36504195,1309.0,zona777,E22_N419,train
173,8696,13451.912400000001,11765,17413.0566,348499.46937075263,6299926.248866943,1.17747756089079,1526.7454706756398,official_shapezona777,20461.0,348414.4668393529,6299609.732515518,1423.0,zona777,E23_N419,train
174,33704,53525.2007,48405,71144.4777,349767.1005881001,6301312.097387194,2.409716294813497,2899.323155265301,official_shapezona777,82109.0,349965.53648199345,6301129.870257828,1785.0,zona777,E23_N420,test
175,1294538,1700188.657399999,1433908,1956355.6708000004,349691.2218860617,6300127.541258968,0.8670685280923031,1381.5530462969327,official_shapezona777,2728446.0,349712.46990374743,6300222.679434007,1587.0,zona777,E23_N420,test
176,253907,376716.0991,165552,234598.956,350342.5551395234,6300929.63250388,0.4340153457547031,1560.536579668522,official_shapezona777,419459.0,350591.1217902107,6301025.229564749,1652.0,zona777,E23_N420,test
177,34564,47049.5161,27187,38234.5907,348370.20717255754,6298876.107474759,0.4271038084939212,936.7870244886726,official_shapezona777,61751.0,348381.2426357468,6299059.854982106,1174.0,zona777,E23_N419,train
178,544806,737144.1262000002,588700,806398.7420999999,349144.2258495521,6299401.606950541,1.0599797635065342,1291.2667511422187,official_shapezona777,1133506.0,348860.27130072535,6299460.755195826,1794.0,zona777,E23_N419,train
179,913286,1197756.0029999998,1024332,1401679.1173000003,350535.8044815357,6300222.902973481,0.71933439871062,1304.699029690586,official_shapezona777,1937618.0,350345.5757904809,6300726.224622707,1830.0,zona777,E23_N420,test
18,16229,23159.6381,14789,21783.4258,343795.95926286,6305220.284077894,0.5990054253285486,982.7171309310944,official_shapezona777,31018.0,343676.96830872394,6305121.056257657,1249.0,zona777,E22_N420,validation
180,121106,157769.9567,127914,178879.2999,351372.7195863648,6300491.121343,0.991432310017792,1386.1377253223327,official_shapezona777,249020.0,351072.4246927958,6300939.795430086,1872.0,zona777,E23_N420,test
181,512456,708934.2791000002,592204,827194.9367,348525.0542585865,6298231.621509795,0.5134232950807965,980.61104805395,official_shapezona777,1104660.0,348431.6365488024,6298176.530302537,1427.0,zona777,E23_N419,train
