unit_id,origin_trip_count,origin_expanded_mass,destination_trip_count,destination_expanded_mass,unit_x_32719,unit_y_32719,unit_area_km2,unit_bbox_span_m,representation,tile_id,partition
87b2c554affffff,904463,1261113.591800001,987355,1397490.0588999996,345831.2134671537,6294402.100919852,4.461829858218649,2696.4811264493037,h3_r7,E23_N419,train
87b2c554bffffff,442437,632295.1759,447464,637649.2898000001,347783.1759329124,6293370.907660774,4.4598454586263525,2695.8624194089207,h3_r7,E23_N419,train
87b2c554cffffff,1972945,2729079.9099999988,2109007,2944167.3938999963,348064.20403928024,6297791.1685926,4.463667522137414,2696.596496539947,h3_r7,E23_N419,train
87b2c554dffffff,917900,1248234.5245999992,1009791,1404459.4369000006,350016.0717567033,6296759.318052286,4.4616817603957895,2695.977635819232,h3_r7,E23_N419,train
87b2c554effffff,1079237,1502348.0172000006,1171183,1660264.8376999996,345971.452183119,6296612.408072169,4.463741624961356,2696.8483265854884,h3_r7,E23_N419,train
87b2c5550ffffff,548986,768736.3318000004,503117,720614.5987000001,338017.49254567735,6298530.051374927,4.4697631483632865,2698.9553177652415,h3_r7,E22_N419,train
87b2c5551ffffff,893108,1278931.550200001,870914,1239265.4693999991,339971.8032899223,6297497.586961572,4.467780477455101,2698.336866235477,h3_r7,E22_N419,train
87b2c5552ffffff,257197,373639.1499,226788,325715.40400000004,335923.6460023853,6297350.709747392,4.469830754441124,2699.2060471803998,h3_r7,E22_N419,train
87b2c5553ffffff,630225,877104.9406999997,627699,898297.3250999999,337878.2974296559,6296318.415232796,4.467848985072581,2698.5877050251,h3_r7,E22_N419,train
87b2c5554ffffff,325253,500263.0286000001,298302,441536.9092,338156.7466136374,6300742.309349002,4.471676773123973,2699.32269705215,h3_r7,E22_N420,validation
87b2c5555ffffff,254815,374827.9833,216461,316132.0482,340111.3034456554,6299709.357110564,4.4696936396647144,2698.7042010466103,h3_r7,E22_N419,train
87b2c5556ffffff,255818,382273.5778,229093,334007.6302000001,336062.59491403087,6299562.833810287,4.471745380341368,2699.573704447772,h3_r7,E22_N419,train
87b2c5558ffffff,318913,454191.2241,273761,390116.8358,341785.83939989907,6294254.779936656,4.4638841361553325,2697.3508271892206,h3_r7,E22_N419,train
87b2c5559ffffff,129952,195949.4447,114745,171911.6709,343738.72979726404,6293223.438968222,4.4619010620093125,2696.7322922800668,h3_r7,E22_N419,train
87b2c555affffff,155855,244782.0821,128490,189620.61119999998,339692.979352851,6293075.912478212,4.463952544218809,2697.6014973999118,h3_r7,E22_N419,train
87b2c555bffffff,84228,128297.8713,67475,97747.33870000001,341646.2103637037,6292044.741530713,4.461970368850399,2696.983071557479,h3_r7,E22_N419,train
87b2c555cffffff,1536139,2180862.692300002,1542984,2215668.375199997,341925.52707343997,6296465.440476865,4.46579737033207,2697.7183502485277,h3_r7,E22_N419,train
87b2c555dffffff,295345,418062.23329999996,269487,383678.9659,343878.6638233316,6295433.611827419,4.463813829684407,2697.0997701908345,h3_r7,E22_N419,train
87b2c555effffff,256010,374306.4344999999,237514,341528.0006999999,339832.36191983614,6295286.438660365,4.4658667780736145,2697.9692982306588,h3_r7,E22_N419,train
87b2c5560ffffff,449344,641479.105,423994,604123.3508,346532.9895669315,6305459.85019575,4.471383306497759,2698.3147956223693,h3_r7,E23_N420,test
