origin,cached_area_km2,area_epsg5070_km2,cached_over_projected
36075021001,6.766940733999917e-09,60.90933722894435,1.1109857768710445e-10
36075020501,1.1412029371500112e-08,102.53884823679782,1.1129469042938508e-10
36075020903,3.087951325500006e-09,27.86413348459368,1.1082172453729312e-10
36075020101,2.6825817415999737e-08,240.72089380223244,1.1143950569591543e-10
36075020904,6.833169718499963e-09,61.61717158652694,1.1089716620478709e-10
36075021203,6.946546850500147e-09,62.66615287036375,1.1085006071571576e-10
36075020905,2.112082172999939e-09,19.056398229181887,1.108332302672819e-10
36075021201,1.9244266200000715e-09,17.335059840982076,1.1101355505277839e-10
36075020201,1.3026441169500293e-08,116.78955899238574,1.1153772033979142e-10
36075021002,4.519557149500033e-09,40.712553680364884,1.110113893857696e-10
36075020304,6.236333716499888e-09,55.99041360173505,1.113821691130825e-10
36075021503,5.865546412499933e-09,52.76311168028004,1.1116756054954493e-10
36075021504,6.290348985000055e-09,56.52917860824574,1.1127614339831395e-10
36075020707,3.0505124865000427e-09,27.51346187994032,1.1087345168744936e-10
36067016801,1.1162619216499785e-08,101.38561362578776,1.1010062293158066e-10
36067010100,1.4548141154999487e-09,13.139725974185977,1.1071875611089951e-10
36067005300,7.682981649999306e-11,0.6956171652838535,1.1044841952490044e-10
36067000300,5.98879805000158e-11,0.5417961394984578,1.1053600447477213e-10
36067002300,6.326933599999196e-11,0.5726214302647976,1.1049068836060552e-10
36067015000,1.6897716405000103e-09,15.296632670677006,1.1046690319884786e-10
36067015400,1.5239242284999796e-09,13.78739835503762,1.105302239956801e-10
36067011402,1.2538511015499989e-08,113.24335728318322,1.107218234809608e-10
36067016802,8.878432343499712e-09,80.60039342116919,1.1015370976052639e-10
36067011011,3.3659477699995077e-10,3.043000414209742,1.1061279368486823e-10
36067010400,6.434340143000095e-09,58.14880806759143,1.1065300144279656e-10
36067001400,4.593507549997015e-11,0.4156815658296812,1.1050544281001701e-10
36067000100,6.697462484999165e-10,6.060503020776349,1.1051000984636455e-10
36067005602,1.0927352149997939e-10,0.9895784336361501,1.1042431583564327e-10
36067000600,6.819186799998787e-11,0.6170294295847918,1.1051639472994859e-10
36067011300,6.4933072725000515e-09,58.619114881591116,1.1077115861637182e-10
36067016200,4.2917884199994344e-10,3.889243167068584,1.1035022074061413e-10
36067012700,1.0076306020000002e-09,9.118275885662102,1.105067026524646e-10
36067004302,1.3227786099997222e-10,1.197479536157474,1.1046356702213998e-10
36067013701,8.314633234999155e-10,7.521000427616443,1.105522239364402e-10
36067015601,3.6997679879998916e-09,33.46552325672092,1.105546134634803e-10
36067012900,1.985374709999836e-10,1.7966904271402893,1.1050176925358627e-10
36067013000,2.6397112450005407e-10,2.3891620473550623,1.1048690681834874e-10
36067013100,4.0313639999994536e-10,3.6493628584099405,1.1046761192050807e-10
36045062200,5.254600525000084e-10,4.685867770669724,1.1213719170417553e-10
36045061400,2.754337944999836e-10,2.4551343626133324,1.1218685164212441e-10
36059303301,7.264870250000684e-11,0.6812310605732198,1.0664326203634463e-10
36059303302,1.0032409749999938e-10,0.9407580699826106,1.0664176125733773e-10
36059303400,1.5707317649999266e-10,1.4728527714222215,1.0664553820156721e-10
36059303500,1.4418740699999672e-10,1.3522968708974148,1.0662407796914497e-10
36059303600,1.8348302650000718e-10,1.720895179961378,1.066206870915433e-10
36059303700,1.8457117049998798e-10,1.7310012870557456,1.0662682453224774e-10
36059303800,2.646505570000012e-10,2.4819884925987377,1.0662843836270241e-10
36059414800,2.5494853350002e-10,2.393353155348888,1.0652357464682442e-10
36059414900,2.4111180649998067e-10,2.2632807369570713,1.0653199250224253e-10
36059415000,2.4301131400003747e-10,2.2817555186534326,1.0650190698057321e-10
36059415101,1.2520247699999146e-10,1.1757935582581815,1.0648338402658558e-10
36059415102,6.145282739999603e-10,5.77250701649842,1.0645777861223472e-10
36059415201,1.7285663300000987e-10,1.6230983894503253,1.0649793883323925e-10
36059415202,2.6487476950005673e-10,2.487931766164221,1.0646384000652416e-10
36059415300,2.0707375949999268e-10,1.944238094953176,1.0650637904766481e-10
36067016502,3.233886249000046e-09,29.299444123835872,1.1037363833019597e-10
36067016600,5.85895985250001e-09,53.0935948531564,1.1035153804718681e-10
