origin,tile,cpc,cpc_numerator,observed_mass,predicted_mass,full_domain_observed_mass,destination_count,l1_error
36059413500,399,0.5314511355351734,16049.824293162237,15100.0,15099.999999999998,21060.0,169,14150.175706837761
36059413600,399,0.4350284920237111,7947.970549273201,9135.0,9135.000000000002,12883.0,169,10322.029450726799
36059413900,399,0.4470400943259264,11945.805400577407,13361.0,13361.0,17266.0,169,14776.194599422593
36059414001,399,0.5161652839843425,7714.606334429983,7473.0,7472.999999999999,9780.0,169,7231.393665570017
36059414002,399,0.47924718104695363,8798.978244022066,9180.0,9180.0,11492.0,169,9561.021755977932
36059414100,399,0.4834254464735652,12097.238372554497,12512.0,12512.0,15911.0,169,12926.761627445503
36059414201,399,0.41608700677698085,7682.630493130175,9232.0,9232.0,12459.0,169,10781.369506869825
36059414202,399,0.38230141629392544,5746.754889730286,7516.0,7515.999999999999,9426.0,169,9285.245110269712
36059414301,399,0.5083271523554511,6550.303685252344,6443.0,6443.000000000001,9001.0,169,6335.696314747656
36059414303,399,0.4306775488302691,6660.858970208941,7733.0,7733.0,9758.0,169,8805.141029791059
36059414304,399,0.3645318588087919,3909.9687175831014,5363.0,5363.0,7033.0,169,6816.031282416898
36059414400,399,0.37885381084336534,7050.46941979503,9305.0,9305.0,11323.0,169,11559.530580204972
36059414600,399,0.44088891429205923,6598.343491294959,7483.0,7482.999999999998,9190.0,169,8367.65650870504
36059414700,399,0.41273452984621484,8057.403491657806,9761.0,9760.999999999998,12054.0,169,11464.596508342194
36059414800,399,0.47919536327515033,11944.423624996398,12463.0,12463.0,15856.0,169,12981.576375003602
36059414900,399,0.4743825084286938,13525.594080318919,14256.0,14256.0,18190.0,169,14986.405919681083
36059415000,399,0.49201575812590825,10761.368661729866,10936.0,10936.0,13674.0,169,11110.631338270134
36059415101,399,0.4428512532355561,3863.434333226992,4362.0,4362.0,5969.0,169,4860.565666773009
36059415201,399,0.370512924554,4266.826839163863,5758.0,5757.999999999999,7284.0,169,7249.173160836136
36059415300,399,0.5322411342376632,9948.651281170401,9346.0,9346.0,12290.0,169,8743.348718829599
36059415401,399,0.5013314623868566,9352.839762289195,9328.0,9328.0,13090.0,169,9303.160237710805
36059415500,399,0.45913423569594614,4210.260941331825,4585.0,4585.0,5995.0,169,4959.739058668174
36059415600,399,0.4510174706647341,8199.497616684865,9090.0,9090.0,11688.0,169,9980.502383315135
36059415700,399,0.49263326854520906,10831.035042234962,10993.0,10992.999999999998,14593.0,169,11154.964957765034
36059415802,399,0.548150512665751,14572.033228706327,13292.0,13292.0,17194.0,169,12011.966771293675
36059416000,399,0.44628459184585945,5992.7094993062,6714.0,6714.0,9013.0,169,7435.2905006938
36059416100,399,0.49793277722390616,13581.614431559268,13638.0,13638.0,17510.0,169,13694.385568440735
36059517705,399,0.3740777148703287,3804.370360231243,5085.0,5084.999999999999,6853.0,169,6365.6296397687565
36059518501,399,0.3807336367184794,7993.883436541195,10498.0,10498.000000000002,14189.0,169,13002.116563458807
36059518502,399,0.4656545222665467,5372.7218779114155,5769.0,5768.999999999999,7407.0,169,6165.2781220885845
36059518600,399,0.36385521738700655,4796.339475595521,6591.0,6591.0,9538.0,169,8385.66052440448
36059518700,399,0.3706393121228869,6022.888821996916,8125.0,8125.000000000001,12950.0,169,10227.111178003088
36059518800,399,0.4148800921496726,4615.955905257257,5563.0,5563.0,8795.0,169,6510.044094742743
36059518900,399,0.48814763211594836,12423.357237350883,12725.0,12725.000000000002,16438.0,169,13026.642762649113
36059519000,399,0.5158202856678427,11197.426761277526,10854.0,10854.0,13848.0,169,10510.573238722473
36059519100,399,0.5466405829210144,12437.166542618917,11376.0,11375.999999999998,14782.0,169,10314.83345738108
36059519200,399,0.5786048221878444,13347.256038229196,11534.0,11534.0,14165.0,169,9720.743961770806
36059519300,399,0.48474509175388614,9408.90223094293,9705.0,9705.0,12598.0,169,10001.09776905707
36059519400,399,0.5284977340308412,8359.777156899849,7909.0,7909.000000000001,10734.0,169,7458.222843100153
36059519500,399,0.4989126420101745,11260.458330169638,11285.0,11285.0,14850.0,169,11309.541669830362
36059519601,399,0.4789475582641748,7569.287210807017,7902.0,7901.999999999998,11391.0,169,8234.712789192981
36059519602,399,0.4186498410096361,2656.7518910471504,3173.0,3173.000000000001,5063.0,169,3689.2481089528496
36059519703,399,0.44392872306864495,4845.03808357119,5457.0,5456.999999999999,8470.0,169,6068.961916428809
36059519704,399,0.4590096473756976,4232.986968098683,4611.0,4611.0,7894.0,169,4989.013031901317
36059519801,399,0.4261422275627954,3819.0866434177724,4481.0,4481.0,6464.0,169,5142.913356582228
36059519900,399,0.49475531730849565,10422.515514420773,10533.0,10533.0,13437.0,169,10643.48448557923
36059520001,399,0.47765004191786964,11569.63931533464,12111.0,12111.000000000002,16193.0,169,12652.360684665362
36059520002,399,0.46960923004189825,7173.7505981200375,7638.0,7638.0,10148.0,169,8102.2494018799625
36059520200,399,0.6205710123027282,6767.947460173555,5453.0,5453.000000000001,7548.0,169,4138.052539826446
36059520300,399,0.45338773527000775,8883.67928488053,9797.0,9797.0,14847.0,169,10710.320715119467
36059520900,399,0.51665138805262,8379.052211437393,8109.0,8109.000000000001,11174.0,169,7838.9477885626075
36059521302,399,0.4291732707464373,6734.586964553096,7846.0,7846.0,14556.0,169,8957.413035446905
36059522700,399,0.4953894728368695,8158.0738386775665,8234.0,8234.0,11312.0,169,8309.926161322433
36059980100,399,0.26286846917409146,852.7453140007528,1622.0,1622.0,2342.0,169,2391.254685999247
36059981100,399,0.24043226507435556,507.7929438370391,1056.0,1056.0000000000002,1408.0,169,1604.207056162961
36059982100,399,0.29498415104677855,1313.859408762351,2227.0,2227.0,3658.0,169,3140.1405912376486
36063024102,45,1.0,5656.0,2828.0,2828.0,4702.0,1,0.0
36041950300,333,1.0,2132.0,1066.0,1066.0,1474.0,1,0.0
36089492600,240,1.0,11326.0,5663.0,5663.0,10313.0,1,0.0
36067010100,163,0.8103297769186092,5291.453443278518,3265.0,3264.9999999999995,5897.0,10,1238.5465567214821
36067010200,163,0.939901878613108,10729.919846247241,5708.0,5708.000000000001,11021.0,10,686.0801537527582
