service_date,day_class,table,field,empty,dash
2024-11-21,laboral,etapas,fExpansionZonaPeriodoTS,0,1056576
2024-11-21,laboral,etapas,tiene_bajada,0,0
2024-11-21,laboral,etapas,tiempo2,0,0
2024-11-21,laboral,etapas,tiempo_subida,0,0
2024-11-21,laboral,etapas,tiempo_bajada,0,1050131
2024-11-21,laboral,etapas,tiempo_etapa,0,1050131
2024-11-21,laboral,etapas,x_subida,0,0
2024-11-21,laboral,etapas,y_subida,0,0
2024-11-21,laboral,etapas,x_bajada,0,1050131
2024-11-21,laboral,etapas,y_bajada,0,1050131
2024-11-21,laboral,etapas,dist_ruta_paraderos,0,1050131
2024-11-21,laboral,etapas,dist_eucl_paraderos,0,1050131
2024-11-21,laboral,etapas,comuna_subida,0,1451
2024-11-21,laboral,etapas,comuna_bajada,0,1056219
2024-11-21,laboral,etapas,zona_subida,0,1524
2024-11-21,laboral,etapas,zona_bajada,0,1056259
2024-11-21,laboral,etapas,periodoSubida,0,0
2024-11-21,laboral,etapas,periodoBajada,0,1050131
2024-11-21,laboral,etapas,id_etapa,0,0
2024-11-21,laboral,etapas,correlativo_viajes,0,0
2024-11-22,laboral,viajes,tipodia,0,0
2024-11-22,laboral,viajes,factor_expansion,0,0
2024-11-22,laboral,viajes,n_etapas,0,0
2024-11-22,laboral,viajes,tviaje,0,3524474
2024-11-22,laboral,viajes,tviaje2,0,1519220
2024-11-22,laboral,viajes,distancia_eucl,0,1025411
2024-11-22,laboral,viajes,distancia_ruta,0,0
2024-11-22,laboral,viajes,tiempo_inicio_viaje,0,0
2024-11-22,laboral,viajes,tiempo_fin_viaje,0,1025489
2024-11-22,laboral,viajes,periodo_inicio_viaje,0,0
2024-11-22,laboral,viajes,periodo_fin_viaje,0,0
2024-11-22,laboral,viajes,comuna_inicio_viaje,0,0
2024-11-22,laboral,viajes,comuna_fin_viaje,0,0
2024-11-22,laboral,viajes,zona_inicio_viaje,0,1296
2024-11-22,laboral,viajes,zona_fin_viaje,0,1030008
2024-11-22,laboral,viajes,netapassinbajada,0,0
2024-11-22,laboral,viajes,ultimaetapaconbajada,0,0
2024-11-22,laboral,viajes,tipo_corte_etapa_viaje,0,0
2024-11-22,laboral,viajes,id_tarjeta,0,0
2024-11-22,laboral,viajes,id_viaje,0,0
2024-11-22,laboral,etapas,tipo_dia,0,0
2024-11-22,laboral,etapas,tipo_transporte,0,0
2024-11-22,laboral,etapas,fExpansionServicioPeriodoTS,0,0
2024-11-22,laboral,etapas,fExpansionZonaPeriodoTS,0,1118858
2024-11-22,laboral,etapas,tiene_bajada,0,0
2024-11-22,laboral,etapas,tiempo2,0,0
2024-11-22,laboral,etapas,tiempo_subida,0,0
2024-11-22,laboral,etapas,tiempo_bajada,0,1112850
2024-11-22,laboral,etapas,tiempo_etapa,0,1112850
2024-11-22,laboral,etapas,x_subida,0,0
2024-11-22,laboral,etapas,y_subida,0,0
2024-11-22,laboral,etapas,x_bajada,0,1112850
2024-11-22,laboral,etapas,y_bajada,0,1112850
2024-11-22,laboral,etapas,dist_ruta_paraderos,0,1112850
2024-11-22,laboral,etapas,dist_eucl_paraderos,0,1112850
2024-11-22,laboral,etapas,comuna_subida,0,1747
2024-11-22,laboral,etapas,comuna_bajada,0,1118479
2024-11-22,laboral,etapas,zona_subida,0,1829
2024-11-22,laboral,etapas,zona_bajada,0,1118525
2024-11-22,laboral,etapas,periodoSubida,0,0
2024-11-22,laboral,etapas,periodoBajada,0,1112850
2024-11-22,laboral,etapas,id_etapa,0,0
2024-11-22,laboral,etapas,correlativo_viajes,0,0
2024-11-23,sabado,viajes,tipodia,0,0
2024-11-23,sabado,viajes,factor_expansion,0,0
2024-11-23,sabado,viajes,n_etapas,0,0
2024-11-23,sabado,viajes,tviaje,0,1962841
2024-11-23,sabado,viajes,tviaje2,0,964777
2024-11-23,sabado,viajes,distancia_eucl,0,719087
2024-11-23,sabado,viajes,distancia_ruta,0,0
2024-11-23,sabado,viajes,tiempo_inicio_viaje,0,0
2024-11-23,sabado,viajes,tiempo_fin_viaje,0,719128
2024-11-23,sabado,viajes,periodo_inicio_viaje,0,0
2024-11-23,sabado,viajes,periodo_fin_viaje,0,0
2024-11-23,sabado,viajes,comuna_inicio_viaje,0,0
2024-11-23,sabado,viajes,comuna_fin_viaje,0,0
2024-11-23,sabado,viajes,zona_inicio_viaje,0,745
2024-11-23,sabado,viajes,zona_fin_viaje,0,721506
2024-11-23,sabado,viajes,netapassinbajada,0,0
2024-11-23,sabado,viajes,ultimaetapaconbajada,0,0
2024-11-23,sabado,viajes,tipo_corte_etapa_viaje,0,0
2024-11-23,sabado,viajes,id_tarjeta,0,0
2024-11-23,sabado,viajes,id_viaje,0,0
2024-11-23,sabado,etapas,tipo_dia,0,0
2024-11-23,sabado,etapas,tipo_transporte,0,0
2024-11-23,sabado,etapas,fExpansionServicioPeriodoTS,0,0
2024-11-23,sabado,etapas,fExpansionZonaPeriodoTS,0,768386
2024-11-23,sabado,etapas,tiene_bajada,0,0
2024-11-23,sabado,etapas,tiempo2,0,0
2024-11-23,sabado,etapas,tiempo_subida,0,0
2024-11-23,sabado,etapas,tiempo_bajada,0,765432
2024-11-23,sabado,etapas,tiempo_etapa,0,765432
2024-11-23,sabado,etapas,x_subida,0,0
2024-11-23,sabado,etapas,y_subida,0,0
2024-11-23,sabado,etapas,x_bajada,0,765432
2024-11-23,sabado,etapas,y_bajada,0,765432
2024-11-23,sabado,etapas,dist_ruta_paraderos,0,765432
2024-11-23,sabado,etapas,dist_eucl_paraderos,0,765432
2024-11-23,sabado,etapas,comuna_subida,0,929
2024-11-23,sabado,etapas,comuna_bajada,0,768248
2024-11-23,sabado,etapas,zona_subida,0,964
2024-11-23,sabado,etapas,zona_bajada,0,768268
2024-11-23,sabado,etapas,periodoSubida,0,0
2024-11-23,sabado,etapas,periodoBajada,0,765432
2024-11-23,sabado,etapas,id_etapa,0,0
2024-11-23,sabado,etapas,correlativo_viajes,0,0
2024-11-24,domingo,viajes,tipodia,0,0
2024-11-24,domingo,viajes,factor_expansion,0,0
2024-11-24,domingo,viajes,n_etapas,0,0
2024-11-24,domingo,viajes,tviaje,0,1560864
2024-11-24,domingo,viajes,tviaje2,0,835577
2024-11-24,domingo,viajes,distancia_eucl,0,610094
2024-11-24,domingo,viajes,distancia_ruta,0,0
2024-11-24,domingo,viajes,tiempo_inicio_viaje,0,0
2024-11-24,domingo,viajes,tiempo_fin_viaje,0,610320
2024-11-24,domingo,viajes,periodo_inicio_viaje,0,0
2024-11-24,domingo,viajes,periodo_fin_viaje,0,0
2024-11-24,domingo,viajes,comuna_inicio_viaje,0,0
2024-11-24,domingo,viajes,comuna_fin_viaje,0,0
2024-11-24,domingo,viajes,zona_inicio_viaje,0,447
2024-11-24,domingo,viajes,zona_fin_viaje,0,611992
2024-11-24,domingo,viajes,netapassinbajada,0,0
2024-11-24,domingo,viajes,ultimaetapaconbajada,0,0
2024-11-24,domingo,viajes,tipo_corte_etapa_viaje,0,0
2024-11-24,domingo,viajes,id_tarjeta,0,0
2024-11-24,domingo,viajes,id_viaje,0,0
2024-11-24,domingo,etapas,tipo_dia,0,0
2024-11-24,domingo,etapas,tipo_transporte,0,0
2024-11-24,domingo,etapas,fExpansionServicioPeriodoTS,0,0
2024-11-24,domingo,etapas,fExpansionZonaPeriodoTS,0,660442
2024-11-24,domingo,etapas,tiene_bajada,0,0
2024-11-24,domingo,etapas,tiempo2,0,0
2024-11-24,domingo,etapas,tiempo_subida,0,0
2024-11-24,domingo,etapas,tiempo_bajada,0,658249
2024-11-24,domingo,etapas,tiempo_etapa,0,658249
2024-11-24,domingo,etapas,x_subida,0,0
2024-11-24,domingo,etapas,y_subida,0,0
2024-11-24,domingo,etapas,x_bajada,0,658249
2024-11-24,domingo,etapas,y_bajada,0,658249
2024-11-24,domingo,etapas,dist_ruta_paraderos,0,658249
2024-11-24,domingo,etapas,dist_eucl_paraderos,0,658249
2024-11-24,domingo,etapas,comuna_subida,0,622
2024-11-24,domingo,etapas,comuna_bajada,0,660404
2024-11-24,domingo,etapas,zona_subida,0,647
2024-11-24,domingo,etapas,zona_bajada,0,660419
2024-11-24,domingo,etapas,periodoSubida,0,0
2024-11-24,domingo,etapas,periodoBajada,0,658249
2024-11-24,domingo,etapas,id_etapa,0,0
2024-11-24,domingo,etapas,correlativo_viajes,0,0
2024-11-25,laboral,viajes,tipodia,0,0
2024-11-25,laboral,viajes,factor_expansion,0,0
2024-11-25,laboral,viajes,n_etapas,0,0
2024-11-25,laboral,viajes,tviaje,0,3504683
2024-11-25,laboral,viajes,tviaje2,0,1460732
2024-11-25,laboral,viajes,distancia_eucl,0,964067
2024-11-25,laboral,viajes,distancia_ruta,0,0
2024-11-25,laboral,viajes,tiempo_inicio_viaje,0,0
2024-11-25,laboral,viajes,tiempo_fin_viaje,0,964112
2024-11-25,laboral,viajes,periodo_inicio_viaje,0,0
2024-11-25,laboral,viajes,periodo_fin_viaje,0,0
2024-11-25,laboral,viajes,comuna_inicio_viaje,0,0
2024-11-25,laboral,viajes,comuna_fin_viaje,0,0
2024-11-25,laboral,viajes,zona_inicio_viaje,0,1131
2024-11-25,laboral,viajes,zona_fin_viaje,0,969539
2024-11-25,laboral,viajes,netapassinbajada,0,0
2024-11-25,laboral,viajes,ultimaetapaconbajada,0,0
2024-11-25,laboral,viajes,tipo_corte_etapa_viaje,0,0
2024-11-25,laboral,viajes,id_tarjeta,0,0
2024-11-25,laboral,viajes,id_viaje,0,0
2024-11-25,laboral,etapas,tipo_dia,0,0
2024-11-25,laboral,etapas,tipo_transporte,0,0
2024-11-25,laboral,etapas,fExpansionServicioPeriodoTS,0,0
2024-11-25,laboral,etapas,fExpansionZonaPeriodoTS,0,1058418
2024-11-25,laboral,etapas,tiene_bajada,0,0
2024-11-25,laboral,etapas,tiempo2,0,0
2024-11-25,laboral,etapas,tiempo_subida,0,0
2024-11-25,laboral,etapas,tiempo_bajada,0,1051017
2024-11-25,laboral,etapas,tiempo_etapa,0,1051017
2024-11-25,laboral,etapas,x_subida,0,0
2024-11-25,laboral,etapas,y_subida,0,0
2024-11-25,laboral,etapas,x_bajada,0,1051017
2024-11-25,laboral,etapas,y_bajada,0,1051017
2024-11-25,laboral,etapas,dist_ruta_paraderos,0,1051017
2024-11-25,laboral,etapas,dist_eucl_paraderos,0,1051017
2024-11-25,laboral,etapas,comuna_subida,0,1418
2024-11-25,laboral,etapas,comuna_bajada,0,1058258
2024-11-25,laboral,etapas,zona_subida,0,1501
2024-11-25,laboral,etapas,zona_bajada,0,1058301
2024-11-25,laboral,etapas,periodoSubida,0,0
2024-11-25,laboral,etapas,periodoBajada,0,1051017
2024-11-25,laboral,etapas,id_etapa,0,0
2024-11-25,laboral,etapas,correlativo_viajes,0,0
2024-11-26,laboral,viajes,tipodia,0,0
2024-11-26,laboral,viajes,factor_expansion,0,0
2024-11-26,laboral,viajes,n_etapas,0,0
2024-11-26,laboral,viajes,tviaje,0,3578484
2024-11-26,laboral,viajes,tviaje2,0,1458325
2024-11-26,laboral,viajes,distancia_eucl,0,943219
2024-11-26,laboral,viajes,distancia_ruta,0,0
2024-11-26,laboral,viajes,tiempo_inicio_viaje,0,0
2024-11-26,laboral,viajes,tiempo_fin_viaje,0,943260
2024-11-26,laboral,viajes,periodo_inicio_viaje,0,0
2024-11-26,laboral,viajes,periodo_fin_viaje,0,0
2024-11-26,laboral,viajes,comuna_inicio_viaje,0,0
2024-11-26,laboral,viajes,comuna_fin_viaje,0,0
2024-11-26,laboral,viajes,zona_inicio_viaje,0,1442
2024-11-26,laboral,viajes,zona_fin_viaje,0,947943
2024-11-26,laboral,viajes,netapassinbajada,0,0
2024-11-26,laboral,viajes,ultimaetapaconbajada,0,0
2024-11-26,laboral,viajes,tipo_corte_etapa_viaje,0,0
2024-11-26,laboral,viajes,id_tarjeta,0,0
2024-11-26,laboral,viajes,id_viaje,0,0
2024-11-26,laboral,etapas,tipo_dia,0,0
2024-11-26,laboral,etapas,tipo_transporte,0,0
2024-11-26,laboral,etapas,fExpansionServicioPeriodoTS,0,0
2024-11-26,laboral,etapas,fExpansionZonaPeriodoTS,0,1036538
2024-11-26,laboral,etapas,tiene_bajada,0,0
2024-11-26,laboral,etapas,tiempo2,0,0
2024-11-26,laboral,etapas,tiempo_subida,0,0
2024-11-26,laboral,etapas,tiempo_bajada,0,1030387
2024-11-26,laboral,etapas,tiempo_etapa,0,1030387
2024-11-26,laboral,etapas,x_subida,0,0
2024-11-26,laboral,etapas,y_subida,0,0
2024-11-26,laboral,etapas,x_bajada,0,1030387
2024-11-26,laboral,etapas,y_bajada,0,1030387
2024-11-26,laboral,etapas,dist_ruta_paraderos,0,1030387
2024-11-26,laboral,etapas,dist_eucl_paraderos,0,1030387
2024-11-26,laboral,etapas,comuna_subida,0,1872
2024-11-26,laboral,etapas,comuna_bajada,0,1036207
2024-11-26,laboral,etapas,zona_subida,0,1963
2024-11-26,laboral,etapas,zona_bajada,0,1036261
2024-11-26,laboral,etapas,periodoSubida,0,0
2024-11-26,laboral,etapas,periodoBajada,0,1030387
2024-11-26,laboral,etapas,id_etapa,0,0
2024-11-26,laboral,etapas,correlativo_viajes,0,0
2024-11-27,laboral,viajes,tipodia,0,0
2024-11-27,laboral,viajes,factor_expansion,0,0
2024-11-27,laboral,viajes,n_etapas,0,0
2024-11-27,laboral,viajes,tviaje,0,3618599
2024-11-27,laboral,viajes,tviaje2,0,1502249
2024-11-27,laboral,viajes,distancia_eucl,0,968480
2024-11-27,laboral,viajes,distancia_ruta,0,0
2024-11-27,laboral,viajes,tiempo_inicio_viaje,0,0
2024-11-27,laboral,viajes,tiempo_fin_viaje,0,968534
2024-11-27,laboral,viajes,periodo_inicio_viaje,0,0
2024-11-27,laboral,viajes,periodo_fin_viaje,0,0
2024-11-27,laboral,viajes,comuna_inicio_viaje,0,0
2024-11-27,laboral,viajes,comuna_fin_viaje,0,0
2024-11-27,laboral,viajes,zona_inicio_viaje,0,1270
2024-11-27,laboral,viajes,zona_fin_viaje,0,974367
2024-11-27,laboral,viajes,netapassinbajada,0,0
2024-11-27,laboral,viajes,ultimaetapaconbajada,0,0
2024-11-27,laboral,viajes,tipo_corte_etapa_viaje,0,0
2024-11-27,laboral,viajes,id_tarjeta,0,0
2024-11-27,laboral,viajes,id_viaje,0,0
2024-11-27,laboral,etapas,tipo_dia,0,0
2024-11-27,laboral,etapas,tipo_transporte,0,0
2024-11-27,laboral,etapas,fExpansionServicioPeriodoTS,0,0
2024-11-27,laboral,etapas,fExpansionZonaPeriodoTS,0,1066110
2024-11-27,laboral,etapas,tiene_bajada,0,0
2024-11-27,laboral,etapas,tiempo2,0,0
2024-11-27,laboral,etapas,tiempo_subida,0,0
2024-11-27,laboral,etapas,tiempo_bajada,0,1058140
2024-11-27,laboral,etapas,tiempo_etapa,0,1058140
2024-11-27,laboral,etapas,x_subida,0,0
2024-11-27,laboral,etapas,y_subida,0,0
2024-11-27,laboral,etapas,x_bajada,0,1058140
2024-11-27,laboral,etapas,y_bajada,0,1058140
2024-11-27,laboral,etapas,dist_ruta_paraderos,0,1058140
2024-11-27,laboral,etapas,dist_eucl_paraderos,0,1058140
2024-11-27,laboral,etapas,comuna_subida,0,1523
2024-11-27,laboral,etapas,comuna_bajada,0,1066004
2024-11-27,laboral,etapas,zona_subida,0,1608
2024-11-27,laboral,etapas,zona_bajada,0,1066053
2024-11-27,laboral,etapas,periodoSubida,0,0
2024-11-27,laboral,etapas,periodoBajada,0,1058140
2024-11-27,laboral,etapas,id_etapa,0,0
2024-11-27,laboral,etapas,correlativo_viajes,0,0
2024-11-28,laboral,viajes,tipodia,0,0
2024-11-28,laboral,viajes,factor_expansion,0,0
2024-11-28,laboral,viajes,n_etapas,0,0
2024-11-28,laboral,viajes,tviaje,0,3602520
2024-11-28,laboral,viajes,tviaje2,0,1527291
2024-11-28,laboral,viajes,distancia_eucl,0,991475
2024-11-28,laboral,viajes,distancia_ruta,0,0
2024-11-28,laboral,viajes,tiempo_inicio_viaje,0,0
2024-11-28,laboral,viajes,tiempo_fin_viaje,0,991525
2024-11-28,laboral,viajes,periodo_inicio_viaje,0,0
2024-11-28,laboral,viajes,periodo_fin_viaje,0,0
2024-11-28,laboral,viajes,comuna_inicio_viaje,0,0
2024-11-28,laboral,viajes,comuna_fin_viaje,0,0
2024-11-28,laboral,viajes,zona_inicio_viaje,0,1453
2024-11-28,laboral,viajes,zona_fin_viaje,0,998089
2024-11-28,laboral,viajes,netapassinbajada,0,0
2024-11-28,laboral,viajes,ultimaetapaconbajada,0,0
2024-11-28,laboral,viajes,tipo_corte_etapa_viaje,0,0
2024-11-28,laboral,viajes,id_tarjeta,0,0
2024-11-28,laboral,viajes,id_viaje,0,0
2024-11-28,laboral,etapas,tipo_dia,0,0
2024-11-28,laboral,etapas,tipo_transporte,0,0
2024-11-28,laboral,etapas,fExpansionServicioPeriodoTS,0,0
2024-11-28,laboral,etapas,fExpansionZonaPeriodoTS,0,1090598
2024-11-28,laboral,etapas,tiene_bajada,0,0
2024-11-28,laboral,etapas,tiempo2,0,0
2024-11-28,laboral,etapas,tiempo_subida,0,0
2024-11-28,laboral,etapas,tiempo_bajada,0,1081507
2024-11-28,laboral,etapas,tiempo_etapa,0,1081507
2024-11-28,laboral,etapas,x_subida,0,0
2024-11-28,laboral,etapas,y_subida,0,0
2024-11-28,laboral,etapas,x_bajada,0,1081507
2024-11-28,laboral,etapas,y_bajada,0,1081507
2024-11-28,laboral,etapas,dist_ruta_paraderos,0,1081507
2024-11-28,laboral,etapas,dist_eucl_paraderos,0,1081507
2024-11-28,laboral,etapas,comuna_subida,0,1807
2024-11-28,laboral,etapas,comuna_bajada,0,1090597
2024-11-28,laboral,etapas,zona_subida,0,1911
2024-11-28,laboral,etapas,zona_bajada,0,1090648
2024-11-28,laboral,etapas,periodoSubida,0,0
2024-11-28,laboral,etapas,periodoBajada,0,1081507
2024-11-28,laboral,etapas,id_etapa,0,0
2024-11-28,laboral,etapas,correlativo_viajes,0,0
2024-11-29,laboral,viajes,tipodia,0,0
2024-11-29,laboral,viajes,factor_expansion,0,0
2024-11-29,laboral,viajes,n_etapas,0,0
2024-11-29,laboral,viajes,tviaje,0,3620619
2024-11-29,laboral,viajes,tviaje2,0,1585524
2024-11-29,laboral,viajes,distancia_eucl,0,1075792
2024-11-29,laboral,viajes,distancia_ruta,0,0
2024-11-29,laboral,viajes,tiempo_inicio_viaje,0,0
2024-11-29,laboral,viajes,tiempo_fin_viaje,0,1075863
2024-11-29,laboral,viajes,periodo_inicio_viaje,0,0
2024-11-29,laboral,viajes,periodo_fin_viaje,0,0
2024-11-29,laboral,viajes,comuna_inicio_viaje,0,0
2024-11-29,laboral,viajes,comuna_fin_viaje,0,0
2024-11-29,laboral,viajes,zona_inicio_viaje,0,1261
2024-11-29,laboral,viajes,zona_fin_viaje,0,1080488
2024-11-29,laboral,viajes,netapassinbajada,0,0
2024-11-29,laboral,viajes,ultimaetapaconbajada,0,0
2024-11-29,laboral,viajes,tipo_corte_etapa_viaje,0,0
2024-11-29,laboral,viajes,id_tarjeta,0,0
2024-11-29,laboral,viajes,id_viaje,0,0
2024-11-29,laboral,etapas,tipo_dia,0,0
2024-11-29,laboral,etapas,tipo_transporte,0,0
2024-11-29,laboral,etapas,fExpansionServicioPeriodoTS,0,0
2024-11-29,laboral,etapas,fExpansionZonaPeriodoTS,0,1172008
2024-11-29,laboral,etapas,tiene_bajada,0,0
2024-11-29,laboral,etapas,tiempo2,0,0
2024-11-29,laboral,etapas,tiempo_subida,0,0
2024-11-29,laboral,etapas,tiempo_bajada,0,1165847
2024-11-29,laboral,etapas,tiempo_etapa,0,1165847
2024-11-29,laboral,etapas,x_subida,0,0
2024-11-29,laboral,etapas,y_subida,0,0
2024-11-29,laboral,etapas,x_bajada,0,1165847
2024-11-29,laboral,etapas,y_bajada,0,1165847
2024-11-29,laboral,etapas,dist_ruta_paraderos,0,1165847
2024-11-29,laboral,etapas,dist_eucl_paraderos,0,1165847
2024-11-29,laboral,etapas,comuna_subida,0,1523
2024-11-29,laboral,etapas,comuna_bajada,0,1171515
2024-11-29,laboral,etapas,zona_subida,0,1607
2024-11-29,laboral,etapas,zona_bajada,0,1171578
2024-11-29,laboral,etapas,periodoSubida,0,0
2024-11-29,laboral,etapas,periodoBajada,0,1165847
2024-11-29,laboral,etapas,id_etapa,0,0
2024-11-29,laboral,etapas,correlativo_viajes,0,0
